2.634,0.18
2.806,0.097
2.978,0.5
2.984,4.5
3.151,2.6
3.203,0.14
3.234,0.22
3.256,0.03
3.348,0.58
3.52,0.28
3.743,0.027
3.75,0.045
21.708,0.00122
21.99,29.5
22.163,55.7
24.912,4.76
24.943,9.2
25.144,0.067
25.455,2.3
25.511,0.487
88.04,3.61
