0.811,0.046
0.831,0.027
0.929,0.063
0.929,0.57
0.931,0.00079
0.949,0.37
1.022,0.019
1.022,0.028
8.028,11.9
8.048,23.4
8.905,1.43
8.905,2.78
8.977,0.00327
344.95,0.003
770.6,0.003
1115.546,50.6
