0.556,0.037
0.568,0.025
0.637,0.028
0.637,0.25
0.64,0.0022
0.648,0.19
0.72,0.011
0.72,0.017
5.888,8.5
5.899,16.9
6.49,1.01
6.49,1.98
6.536,0.00089
