mu,muErr,muRErr,E,sigma,sigmaErr,sigmaRErr,A,AErr,ARErr,intCounts,maxCounts
305.2194962489444,0.009160220609031376,3.001191182610458e-05,5.888,2.8192515193360657,0.009160807503799405,0.003249375744224757,125389.39041974058,352.83592819012796,0.002813921712267767,125430.0,17839.0
335.6910501897875,0.037782820177372056,0.00011255236073768133,5.899,3.10193763250478,0.03784950174539398,0.012201889989268072,18932.164925585083,199.82405672060074,0.010554738853481932,18921.0,2464.0
