mu,muErr,muRErr,E,sigma,sigmaErr,sigmaRErr,A,AErr,ARErr,intCounts,maxCounts
720.1634398894367,0.10179170850911906,0.00014134528757075846,16.816,4.869908755565298,0.1018342375384241,0.020910912842473414,15178.000902975169,274.7861411893007,0.018104238031468132,15409.0,1304.0
873.6566599420071,0.250746052583384,0.0002870075443596211,17.751,8.377895635441176,0.26089362852835873,0.031140711209709432,4426.687230225533,116.33289701112601,0.02627989983498315,4563.0,222.0
