energy (keV),counts
9.711058032373483,10
9.752206583358117,7
9.79335513434275,11
9.834503685327382,3
9.875652236312016,10
9.91680078729665,3
9.957949338281283,9
9.999097889265917,4
10.04024644025055,4
10.081394991235184,5
10.122543542219816,9
10.16369209320445,9
10.204840644189083,4
10.245989195173717,3
10.28713774615835,5
10.328286297142984,3
10.369434848127618,4
10.41058339911225,5
10.451731950096883,9
10.492880501081517,3
10.53402905206615,1
10.575177603050784,2
10.616326154035418,8
10.657474705020052,4
10.698623256004684,8
10.739771806989317,10
10.780920357973951,4
10.822068908958585,7
10.863217459943218,6
10.904366010927852,8
10.945514561912486,5
10.986663112897118,6
11.027811663881751,8
11.068960214866385,11
11.110108765851018,12
11.151257316835652,11
11.192405867820286,10
11.23355441880492,10
11.274702969789551,11
11.315851520774185,25
11.357000071758819,28
11.398148622743452,29
11.439297173728086,30
11.48044572471272,48
11.521594275697353,60
11.562742826681985,62
11.603891377666619,66
11.645039928651252,81
11.686188479635886,60
11.72733703062052,77
11.768485581605153,60
11.809634132589787,47
11.850782683574419,39
11.891931234559053,38
11.933079785543686,43
11.97422833652832,21
12.015376887512954,15
12.056525438497587,23
12.097673989482221,8
12.138822540466853,13
12.179971091451486,9
12.22111964243612,15
12.262268193420754,17
12.303416744405387,14
12.344565295390021,13
12.385713846374653,13
12.426862397359287,23
12.46801094834392,22
12.509159499328554,18
12.550308050313188,25
12.591456601297821,19
12.632605152282455,12
12.673753703267087,13
12.71490225425172,20
12.756050805236354,18
12.797199356220988,10
12.838347907205621,11
12.879496458190255,10
12.920645009174889,8
12.96179356015952,8
13.002942111144154,8
13.044090662128788,4
13.085239213113422,2
13.126387764098055,1
13.167536315082689,6
13.208684866067323,5
13.249833417051954,3
13.290981968036588,9
13.332130519021222,3
13.373279070005855,5
13.41442762099049,5
13.455576171975123,3
13.496724722959756,4
13.537873273944388,6
13.579021824929022,8
13.620170375913656,6
13.66131892689829,7
13.702467477882923,11
13.743616028867557,3
13.78476457985219,5
13.825913130836822,3
13.867061681821456,3
13.90821023280609,5
13.949358783790723,5
13.990507334775357,4
14.03165588575999,2
14.072804436744624,1
14.113952987729256,7
14.15510153871389,1
14.196250089698523,3
14.237398640683157,8
14.27854719166779,4
14.319695742652424,7
14.360844293637058,2
14.40199284462169,4
14.443141395606323,7
14.484289946590957,10
14.52543849757559,9
14.566587048560224,5
14.607735599544858,3
14.648884150529492,8
14.690032701514124,2
14.731181252498757,4
14.772329803483391,5
14.813478354468025,4
14.854626905452658,2
14.895775456437292,7
14.936924007421926,3
14.978072558406557,4
15.019221109391191,3
15.060369660375825,2
15.101518211360458,3
15.142666762345092,7
15.183815313329726,9
15.22496386431436,5
15.266112415298991,1
15.307260966283625,3
15.348409517268259,4
15.389558068252892,5
15.430706619237526,4
15.47185517022216,8
15.513003721206793,7
15.554152272191425,6
15.595300823176059,3
15.636449374160692,9
15.677597925145326,6
15.71874647612996,10
15.759895027114593,7
15.801043578099225,7
15.842192129083859,6
15.883340680068493,4
15.924489231053126,3
15.96563778203776,9
16.006786333022394,4
16.047934884007027,7
16.08908343499166,5
16.130231985976295,6
16.17138053696093,2
16.212529087945562,6
16.253677638930192,4
16.294826189914826,3
16.33597474089946,5
16.377123291884093,3
16.418271842868727,2
16.45942039385336,4
16.500568944837994,1
16.541717495822628,7
16.58286604680726,6
16.624014597791895,2
16.66516314877653,5
16.706311699761162,3
16.747460250745796,6
16.78860880173043,6
16.82975735271506,1
16.870905903699693,1
16.912054454684327,8
16.95320300566896,8
16.994351556653594,6
17.035500107638228,4
17.07664865862286,5
17.117797209607495,6
17.15894576059213,7
17.200094311576763,5
17.241242862561396,1
17.28239141354603,5
17.323539964530664,8
17.364688515515297,3
17.405837066499927,6
17.44698561748456,7
17.488134168469195,5
17.52928271945383,7
17.570431270438462,4
17.611579821423096,5
17.65272837240773,7
17.693876923392363,5
17.735025474376997,4
17.77617402536163,4
17.817322576346264,2
17.858471127330898,1
17.89961967831553,4
17.94076822930016,3
17.981916780284795,3
18.02306533126943,4
18.064213882254062,3
18.105362433238696,1
18.14651098422333,4
18.187659535207963,6
18.228808086192597,6
18.26995663717723,3
18.311105188161864,1
18.352253739146498,5
18.39340229013113,6
18.434550841115765,5
18.4756993921004,3
18.51684794308503,3
18.557996494069663,3
18.599145045054296,5
18.64029359603893,5
18.681442147023564,9
18.722590698008197,3
18.76373924899283,3
18.804887799977465,4
18.8460363509621,5
18.887184901946732,2
18.928333452931366,3
18.969482003916,5
19.010630554900633,8
19.051779105885267,4
19.092927656869897,6
19.13407620785453,3
19.175224758839164,5
19.216373309823798,5
19.25752186080843,3
19.298670411793065,10
19.3398189627777,2
19.380967513762332,4
19.422116064746966,5
19.4632646157316,2
19.504413166716233,5
19.545561717700867,12
19.5867102686855,6
19.627858819670134,6
19.669007370654764,13
19.710155921639398,6
19.75130447262403,4
19.792453023608665,5
19.8336015745933,4
19.874750125577933,6
19.915898676562566,6
19.9570472275472,6
19.998195778531834,6
20.039344329516467,5
20.0804928805011,8
20.121641431485735,7
20.16278998247037,4
20.203938533455002,5
20.245087084439632,5
20.286235635424266,3
20.3273841864089,6
20.368532737393533,6
20.409681288378167,5
20.4508298393628,10
20.491978390347434,9
20.533126941332068,1
20.5742754923167,5
20.615424043301335,11
20.65657259428597,6
20.697721145270602,10
20.738869696255236,2
20.78001824723987,6
20.8211667982245,5
20.862315349209133,4
20.903463900193767,10
20.9446124511784,4
20.985761002163034,8
21.026909553147668,7
21.0680581041323,6
21.109206655116935,3
21.15035520610157,5
21.191503757086203,4
21.232652308070836,4
21.27380085905547,2
21.314949410040104,11
21.356097961024734,4
21.397246512009367,1
21.438395062994,8
21.479543613978635,3
21.52069216496327,1
21.561840715947902,3
21.602989266932536,5
21.64413781791717,7
21.685286368901803,6
21.726434919886437,5
21.76758347087107,2
21.808732021855704,4
21.849880572840338,9
21.89102912382497,4
21.9321776748096,2
21.973326225794235,6
22.01447477677887,8
22.055623327763502,7
22.096771878748136,6
22.13792042973277,5
22.179068980717403,5
22.220217531702037,6
22.26136608268667,0
22.302514633671304,6
22.343663184655938,8
22.38481173564057,2
22.425960286625205,7
22.46710883760984,3
22.50825738859447,3
22.549405939579103,7
22.590554490563736,4
22.63170304154837,9
22.672851592533004,6
22.714000143517637,6
22.75514869450227,7
22.796297245486905,7
22.83744579647154,11
22.878594347456172,6
22.919742898440806,9
22.96089144942544,7
23.002040000410073,5
23.043188551394707,4
23.084337102379337,4
23.12548565336397,7
23.166634204348604,7
23.207782755333238,2
23.24893130631787,6
23.290079857302505,5
23.33122840828714,8
23.372376959271772,7
23.413525510256406,2
23.45467406124104,8
23.495822612225673,12
23.536971163210307,6
23.57811971419494,6
23.619268265179574,5
23.660416816164204,6
23.701565367148838,8
23.74271391813347,7
23.783862469118105,6
23.82501102010274,4
23.866159571087373,4
23.907308122072006,9
23.94845667305664,9
23.989605224041274,2
24.030753775025907,5
24.07190232601054,11
24.113050876995175,1
24.15419942797981,9
24.195347978964442,2
24.236496529949072,8
24.277645080933706,7
24.31879363191834,10
24.359942182902973,4
24.401090733887607,6
24.44223928487224,5
24.483387835856874,11
24.524536386841508,5
24.56568493782614,11
24.606833488810775,9
24.64798203979541,8
24.689130590780042,2
24.730279141764676,6
24.771427692749306,8
24.81257624373394,10
24.853724794718573,16
24.894873345703207,13
24.93602189668784,8
24.977170447672474,10
25.018318998657108,12
25.05946754964174,7
25.100616100626375,10
25.14176465161101,8
25.182913202595643,16
25.224061753580276,8
25.26521030456491,9
25.306358855549544,9
25.347507406534174,14
25.388655957518807,10
25.42980450850344,6
25.470953059488075,14
25.51210161047271,12
25.553250161457342,9
25.594398712441976,13
25.63554726342661,12
25.676695814411243,18
25.717844365395877,11
25.75899291638051,12
25.800141467365144,12
25.841290018349778,18
25.88243856933441,15
25.92358712031904,4
25.964735671303675,6
26.00588422228831,10
26.047032773272942,6
26.088181324257576,10
26.12932987524221,18
26.170478426226843,16
26.211626977211477,16
26.25277552819611,17
26.293924079180744,15
26.335072630165378,14
26.37622118115001,15
26.417369732134645,14
26.45851828311928,15
26.49966683410391,15
26.540815385088543,16
26.581963936073176,13
26.62311248705781,19
26.664261038042444,25
26.705409589027077,26
26.74655814001171,21
26.787706690996345,31
26.82885524198098,21
26.870003792965612,27
26.911152343950246,26
26.95230089493488,37
26.993449445919513,33
27.034597996904147,28
27.075746547888777,33
27.11689509887341,45
27.158043649858044,53
27.199192200842678,46
27.24034075182731,34
27.281489302811945,40
27.32263785379658,41
27.363786404781212,42
