energy (keV),counts
0.0,0
0.04197893705608614,0
0.08395787411217227,0
0.12593681116825842,0
0.16791574822434455,0
0.20989468528043068,0
0.25187362233651683,0
0.29385255939260296,0
0.3358314964486891,0
0.3778104335047752,0
0.41978937056086135,0
0.4617683076169475,0
0.5037472446730337,1786250
0.5457261817291198,1187072
0.5877051187852059,563391
0.6296840558412921,248219
0.6716629928973782,105097
0.7136419299534643,44956
0.7556208670095504,21230
0.7975998040656366,12583
0.8395787411217227,8787
0.8815576781778088,6814
0.923536615233895,5749
0.9655155522899811,4709
1.0074944893460673,4067
1.0494734264021535,3510
1.0914523634582396,2982
1.1334313005143257,2841
1.1754102375704119,2518
1.217389174626498,2438
1.2593681116825841,2272
1.3013470487386702,2145
1.3433259857947564,2061
1.3853049228508425,1778
1.4272838599069286,1681
1.4692627969630148,1517
1.511241734019101,1227
1.553220671075187,1050
1.5951996081312732,817
1.6371785451873593,665
1.6791574822434454,491
1.7211364192995315,432
1.7631153563556177,386
1.8050942934117038,296
1.84707323046779,249
1.889052167523876,228
1.9310311045799622,166
1.9730100416360483,122
2.0149889786921347,88
2.0569679157482206,80
2.098946852804307,56
2.140925789860393,54
2.182904726916479,35
2.224883663972565,39
2.2668626010286514,20
2.3088415380847374,14
2.3508204751408237,27
2.3927994121969096,21
2.434778349252996,15
2.476757286309082,11
2.5187362233651682,8
2.560715160421254,10
2.6026940974773405,20
2.6446730345334264,17
2.6866519715895127,18
2.728630908645599,13
2.770609845701685,19
2.8125887827577714,19
2.8545677198138573,9
2.8965466568699436,11
2.9385255939260295,11
2.980504530982116,17
3.022483468038202,17
3.064462405094288,8
3.106441342150374,6
3.1484202792064604,18
3.1903992162625463,14
3.2323781533186327,10
3.2743570903747186,16
3.316336027430805,12
3.358314964486891,15
3.400293901542977,5
3.442272838599063,13
3.4842517756551494,7
3.5262307127112353,10
3.5682096497673217,9
3.6101885868234076,12
3.652167523879494,12
3.69414646093558,5
3.736125397991666,9
3.778104335047752,9
3.8200832721038385,12
3.8620622091599244,12
3.9040411462160107,8
3.9460200832720966,15
3.987999020328183,13
4.029977957384269,10
4.071956894440356,19
4.113935831496441,15
4.1559147685525275,12
4.197893705608614,7
4.2398726426647,9
4.281851579720786,16
4.323830516776872,11
4.365809453832958,8
4.407788390889045,8
4.44976732794513,8
4.4917462650012165,16
4.533725202057303,17
4.575704139113389,13
4.617683076169475,21
4.659662013225561,12
4.701640950281647,18
4.743619887337734,20
4.785598824393819,11
4.827577761449906,16
4.869556698505992,17
4.911535635562078,24
4.953514572618164,15
4.99549350967425,21
5.0374724467303365,23
5.079451383786423,24
5.121430320842508,30
5.163409257898595,21
5.205388194954681,35
5.247367132010767,28
5.289346069066853,36
5.331325006122939,26
5.3733039431790255,37
5.415282880235112,29
5.457261817291198,62
5.499240754347284,60
5.54121969140337,70
5.583198628459456,89
5.625177565515543,145
5.667156502571628,227
5.7091354396277145,332
5.751114376683801,456
5.793093313739887,577
5.835072250795973,800
5.877051187852059,905
5.919030124908145,1045
5.961009061964232,1056
6.002987999020317,1114
6.044966936076404,960
6.08694587313249,874
6.128924810188576,654
6.170903747244662,494
6.212882684300748,393
6.254861621356834,242
6.296840558412921,207
6.338819495469006,186
6.380798432525093,179
6.422777369581179,213
6.464756306637265,239
6.506735243693351,229
