mu,muErr,muRErr,E,sigma,sigmaErr,sigmaRErr,A,AErr,ARErr,intCounts,xBound1,xBound2
222.5789574919014,0.08488570535066574,0.0003813734519524575,4.286,2.876571325773281,0.08489112831793107,0.029511219679251514,5789.584990325268,147.96123266528429,0.02555644884953517,5966.0,209.82943548387098,232.30652721774194
240.6595908559105,0.11368189946379426,0.00047237635142435993,4.717,3.4999949262665107,0.12060869220300573,0.03445967629777697,6779.075965338655,199.5841088655217,0.02944119668904629,7038.0,232.52150957661294,250.25069304435488
255.68696370978583,0.40653496606833206,0.0015899714250968396,4.934,4.593197168220094,0.44973308301042125,0.09791286255292563,2809.326907205284,224.91083343982507,0.08005861933083686,2460.0,250.16378528225806,266.5756300403226
273.55878053666237,0.2035484021853541,0.0007440755576773546,5.281,3.196768342071789,0.20716717223329384,0.06480518763490731,1437.3973245087282,86.17308367192834,0.05995077505892844,1614.0,265.766015625,281.08007812500006
288.2121361528736,0.4016224053304228,0.0013934958141991428,5.553,5.327546284072836,0.44491179661747965,0.08351157791863437,1545.3521925439588,105.150301764534,0.0680429369252297,1578.0,280.8330771169355,304.051171875
